RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,285065,6327,25.681,162682,98387,9523,54383,274937,10128,9,3603
9,Bayern,384576,7152,29.302,140722,194676,8925,96010,372584,11992,0,4466
11,Berlin,118021,2396,32.163,87035,28396,148,34597,114342,3679,0,1333
12,Brandenburg,78306,0,31.050,34973,40063,1192,17662,75949,2357,1,0
4,Bremen,22090,242,32.428,10172,8594,180,7290,20833,1257,0,374
2,Hamburg,54863,417,29.700,21450,27420,1860,12777,53259,1604,0,1122
6,Hessen,159685,3136,25.395,72597,65856,5304,40860,158980,705,0,625
13,Mecklenburg-Vorpommern,61425,0,38.196,12727,26657,1271,21498,59694,1731,0,0
3,Niedersachsen,179573,367,22.465,39823,96074,28490,75426,175379,4194,0,459
5,Nordrhein-Westfalen,449541,6959,25.048,57791,276136,11852,164640,439277,10264,0,4179
7,Rheinland-Pfalz,146797,737,35.857,52463,59253,88,34993,142992,3805,0,1767
10,Saarland,24898,0,25.229,16155,6927,0,6221,23556,1342,0,0
14,Sachsen,108634,2176,26.678,19854,65449,2442,26698,106239,2395,0,2724
15,Sachsen-Anhalt,57485,85,26.192,19963,28796,2386,19338,55939,1546,0,165
1,Schleswig-Holstein,97831,913,33.691,28449,29255,6442,29062,96794,1037,0,2268
16,Thüringen,66431,156,31.139,27724,30384,2647,8356,64579,1852,0,202
0,Gesamt,2295221,31063,27.598,804580,1082323,82750,649811,2235333,59888,10,23287
