RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7713055,7475,694.845,-1,-1,-1,-1,5502964,572707,7000870,4734,1874326
9,Bayern,9157188,11904,697.704,-1,-1,-1,-1,6633408,699340,8367712,9832,2449877
11,Berlin,2665300,3403,726.341,-1,-1,-1,-1,1886663,309813,2435555,2635,742431
12,Brandenburg,1655444,2230,656.429,-1,-1,-1,-1,1158558,137257,1474602,1092,378381
4,Bremen,570768,766,837.884,-1,-1,-1,-1,389917,37003,502557,248,119525
2,Hamburg,1434681,1559,776.656,-1,-1,-1,-1,1017665,121260,1287936,853,276976
6,Hessen,4521348,4232,719.035,-1,-1,-1,-1,3197040,360150,4038027,2649,938317
13,Mecklenburg-Vorpommern,1132304,1431,704.109,-1,-1,-1,-1,834190,87768,1021012,714,260151
3,Niedersachsen,5931925,4055,742.084,-1,-1,-1,-1,3897472,480230,5243558,2927,1359607
5,Nordrhein-Westfalen,13621626,5454,758.982,-1,-1,-1,-1,9725014,816273,12177817,4038,3425305
7,Rheinland-Pfalz,3000929,3005,733.024,-1,-1,-1,-1,2177876,218788,2649284,1569,704998
10,Saarland,770592,895,780.831,-1,-1,-1,-1,580516,59241,694072,454,202040
14,Sachsen,2483621,3787,609.931,-1,-1,-1,-1,1859616,216985,2275688,1978,563740
15,Sachsen-Anhalt,1477429,1746,673.155,-1,-1,-1,-1,1052351,127335,1322599,983,344998
1,Schleswig-Holstein,2211790,1056,761.695,-1,-1,-1,-1,1546786,173472,2011508,677,547650
16,Thüringen,1387875,2058,654.585,-1,-1,-1,-1,997647,131584,1250901,559,354541
0,Gesamt,59931986,55107,720.625,-1,-1,-1,-1,42542602,4632208,53933366,35978,14570026
