RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7500251,7964,675.674,-1,-1,-1,-1,5331801,554997,6882922,8257,596179
9,Bayern,8900689,14253,678.161,-1,-1,-1,-1,6420914,677604,8190302,11686,820192
11,Berlin,2593372,4388,706.739,-1,-1,-1,-1,1830599,299931,2392185,3343,331159
12,Brandenburg,1612039,2049,639.218,-1,-1,-1,-1,1124259,132205,1452649,1844,126487
4,Bremen,557451,502,818.334,-1,-1,-1,-1,379695,35401,495921,526,58702
2,Hamburg,1395318,1470,755.348,-1,-1,-1,-1,991359,119142,1267077,1654,111982
6,Hessen,4416351,4124,702.337,-1,-1,-1,-1,3113579,346902,3979428,4182,360765
13,Mecklenburg-Vorpommern,1097412,1712,682.412,-1,-1,-1,-1,806605,82867,1004638,1619,92911
3,Niedersachsen,5813325,5442,727.247,-1,-1,-1,-1,3795806,471562,5164270,6655,495326
5,Nordrhein-Westfalen,13368105,10451,744.857,-1,-1,-1,-1,9515378,795434,12004778,13701,1195640
7,Rheinland-Pfalz,2936994,2005,717.407,-1,-1,-1,-1,2124475,214360,2613949,2815,248415
10,Saarland,752906,607,762.910,-1,-1,-1,-1,567253,57462,686008,611,69710
14,Sachsen,2425397,3264,595.632,-1,-1,-1,-1,1808140,212094,2240967,2795,185738
15,Sachsen-Anhalt,1431117,1979,652.054,-1,-1,-1,-1,1016952,120059,1298867,2017,119660
1,Schleswig-Holstein,2173813,1977,748.617,-1,-1,-1,-1,1515188,169235,1974245,1761,221898
16,Thüringen,1338582,2289,631.336,-1,-1,-1,-1,963864,126901,1230802,1759,161539
0,Gesamt,58507255,64549,703.494,-1,-1,-1,-1,41389124,4498934,53057395,65315,5199713
