RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7446393,6951,670.822,-1,-1,-1,-1,5284173,554393,6830670,9243,384135
9,Bayern,8805281,14040,670.892,-1,-1,-1,-1,6335174,676204,8117287,12061,484787
11,Berlin,2562556,3592,698.341,-1,-1,-1,-1,1803127,298902,2367184,3544,232779
12,Brandenburg,1601478,1399,635.030,-1,-1,-1,-1,1114704,132117,1442512,1609,72429
4,Bremen,554557,463,814.086,-1,-1,-1,-1,377223,35387,492972,715,40559
2,Hamburg,1386537,861,750.594,-1,-1,-1,-1,984305,119053,1257448,1205,72832
6,Hessen,4382906,4319,697.018,-1,-1,-1,-1,3082651,346505,3950785,5577,236028
13,Mecklenburg-Vorpommern,1089094,1222,677.239,-1,-1,-1,-1,798963,82828,996178,1223,52923
3,Niedersachsen,5781242,4181,723.233,-1,-1,-1,-1,3765762,471375,5124860,7641,299984
5,Nordrhein-Westfalen,13305029,7376,741.342,-1,-1,-1,-1,9458392,794128,11925805,12543,772974
7,Rheinland-Pfalz,2924746,2021,714.415,-1,-1,-1,-1,2113133,214324,2597920,3012,166128
10,Saarland,748793,544,758.742,-1,-1,-1,-1,563571,57428,682002,625,40954
14,Sachsen,2410714,2659,592.026,-1,-1,-1,-1,1794420,211626,2227781,3001,113485
15,Sachsen-Anhalt,1419609,1274,646.811,-1,-1,-1,-1,1006473,119651,1287013,1804,71769
1,Schleswig-Holstein,2163131,1475,744.938,-1,-1,-1,-1,1505220,168973,1964020,2040,157896
16,Thüringen,1327375,1341,626.050,-1,-1,-1,-1,954066,126772,1221242,1553,99160
0,Gesamt,58103317,53734,698.637,-1,-1,-1,-1,41024366,4492435,52663708,67425,3300010
