RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5427762,71901,488.970,-1,-1,-1,-1,3647914,468259,3117954,116961
9,Bayern,6110101,71841,465.541,-1,-1,-1,-1,4222586,424215,3737935,138152
11,Berlin,1835062,22393,500.086,-1,-1,-1,-1,1230634,197760,996174,35297
12,Brandenburg,1218220,14432,483.058,-1,-1,-1,-1,817253,105381,677165,21833
4,Bremen,378476,5591,555.600,-1,-1,-1,-1,244294,22777,205182,4943
2,Hamburg,861423,10387,466.326,-1,-1,-1,-1,567475,81509,508271,15702
6,Hessen,3094132,33038,492.063,-1,-1,-1,-1,2074423,234622,1666970,71671
13,Mecklenburg-Vorpommern,819308,9545,509.476,-1,-1,-1,-1,581351,68594,496597,19112
3,Niedersachsen,4042848,48488,505.760,-1,-1,-1,-1,2503522,262193,2237209,93861
5,Nordrhein-Westfalen,9342774,91462,520.569,-1,-1,-1,-1,6124493,656605,5458744,193434
7,Rheinland-Pfalz,2028062,35424,495.386,-1,-1,-1,-1,1369080,178346,1144819,45621
10,Saarland,523335,4951,530.289,-1,-1,-1,-1,390251,36289,339441,13076
14,Sachsen,1804391,17979,443.125,-1,-1,-1,-1,1248955,163868,1182178,34013
15,Sachsen-Anhalt,1036942,12380,472.458,-1,-1,-1,-1,709941,93509,617866,20997
1,Schleswig-Holstein,1541367,21398,530.815,-1,-1,-1,-1,1038715,112027,862488,34046
16,Thüringen,1014457,9774,475.517,-1,-1,-1,-1,705011,116902,596338,17722
0,Gesamt,41225811,483717,495.701,-1,-1,-1,-1,27525623,3298165,23916490,879572
