RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,3614700,46036,325.637,-1,-1,-1,-1,2462478,243513,1020055,25143
9,Bayern,4446626,65356,338.797,-1,-1,-1,-1,3139592,291576,1202420,27060
11,Berlin,1108113,17483,301.980,-1,-1,-1,-1,775334,67749,414188,7239
12,Brandenburg,735705,9586,291.727,-1,-1,-1,-1,500102,54565,250829,8208
4,Bremen,235218,2874,345.298,-1,-1,-1,-1,154596,12890,85017,2317
2,Hamburg,612767,7470,331.718,-1,-1,-1,-1,414864,52637,164422,3225
6,Hessen,2085444,31526,331.650,-1,-1,-1,-1,1369436,154962,551329,11669
13,Mecklenburg-Vorpommern,571124,8364,355.146,-1,-1,-1,-1,413392,38584,142974,3880
3,Niedersachsen,2753570,41881,344.471,-1,-1,-1,-1,1773501,190575,664520,14012
5,Nordrhein-Westfalen,6324384,86406,352.388,-1,-1,-1,-1,4395874,345142,1581391,21206
7,Rheinland-Pfalz,1306234,17348,319.068,-1,-1,-1,-1,921555,63152,464464,11495
10,Saarland,369963,6143,374.879,-1,-1,-1,-1,286856,26368,97387,1719
14,Sachsen,1186266,11614,291.325,-1,-1,-1,-1,846443,73890,538245,14810
15,Sachsen-Anhalt,717365,8506,326.850,-1,-1,-1,-1,508450,48603,208979,7244
1,Schleswig-Holstein,900719,11268,310.189,-1,-1,-1,-1,651914,52650,330805,9577
16,Thüringen,646522,7666,303.051,-1,-1,-1,-1,472393,39645,296354,6449
0,Gesamt,27686865,381100,332.908,-1,-1,-1,-1,19088134,1809562,8022890,176512
