RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,7207913,12190,649.338,-1,-1,-1,-1,5079430,551010,6505076,11245
9,Bayern,8449919,13592,643.816,-1,-1,-1,-1,6031591,667568,7650363,14670
11,Berlin,2457727,3075,669.773,-1,-1,-1,-1,1725137,284674,2226226,5111
12,Brandenburg,1543857,2891,612.182,-1,-1,-1,-1,1064364,131887,1363075,4228
4,Bremen,533105,770,782.595,-1,-1,-1,-1,360915,34735,464936,792
2,Hamburg,1316241,1961,712.540,-1,-1,-1,-1,928839,118376,1169523,2750
6,Hessen,4237749,6440,673.934,-1,-1,-1,-1,2957029,342905,3742595,8598
13,Mecklenburg-Vorpommern,1052121,1936,654.248,-1,-1,-1,-1,767617,82373,945124,2899
3,Niedersachsen,5625980,8502,703.810,-1,-1,-1,-1,3628634,470713,4879657,13998
5,Nordrhein-Westfalen,12931169,16018,720.511,-1,-1,-1,-1,9129393,790983,11270096,31475
7,Rheinland-Pfalz,2837140,5050,693.016,-1,-1,-1,-1,2037555,213872,2470347,6189
10,Saarland,725884,851,735.529,-1,-1,-1,-1,544165,57317,650543,1180
14,Sachsen,2328956,4796,571.948,-1,-1,-1,-1,1720676,208432,2109206,4796
15,Sachsen-Anhalt,1373844,2969,625.959,-1,-1,-1,-1,966845,118760,1222511,2993
1,Schleswig-Holstein,2106154,3332,725.316,-1,-1,-1,-1,1454834,168325,1874141,7189
16,Thüringen,1276834,1854,598.503,-1,-1,-1,-1,913301,126263,1163300,1737
0,Gesamt,56197198,86377,675.717,-1,-1,-1,-1,39392280,4450792,49882655,119971
