RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,7088065,5229,638.542,-1,-1,-1,-1,4979918,549228,6387043,5427
9,Bayern,8319682,4368,633.893,-1,-1,-1,-1,5923511,663615,7503925,5630
11,Berlin,2425210,894,660.912,-1,-1,-1,-1,1700404,279978,2175791,2058
12,Brandenburg,1519351,5,602.464,-1,-1,-1,-1,1045258,131771,1332605,25
4,Bremen,523482,359,768.468,-1,-1,-1,-1,353678,34169,454292,706
2,Hamburg,1295263,420,701.183,-1,-1,-1,-1,911713,118133,1140560,248
6,Hessen,4170799,2252,663.287,-1,-1,-1,-1,2901059,342301,3655345,4757
13,Mecklenburg-Vorpommern,1036290,29,644.404,-1,-1,-1,-1,754952,81989,924099,21
3,Niedersachsen,5542391,391,693.353,-1,-1,-1,-1,3566737,470096,4749726,556
5,Nordrhein-Westfalen,12725304,4618,709.040,-1,-1,-1,-1,8953995,788518,10950242,11218
7,Rheinland-Pfalz,2788726,103,681.190,-1,-1,-1,-1,1998937,211751,2411409,14
10,Saarland,715978,53,725.491,-1,-1,-1,-1,536096,57283,638778,185
14,Sachsen,2286618,1288,561.551,-1,-1,-1,-1,1686908,202987,2066745,1591
15,Sachsen-Anhalt,1350591,67,615.365,-1,-1,-1,-1,948206,118419,1197480,78
1,Schleswig-Holstein,2076411,1186,715.073,-1,-1,-1,-1,1430200,167953,1810784,2420
16,Thüringen,1258979,342,590.134,-1,-1,-1,-1,899690,125054,1146839,125
0,Gesamt,55315227,21604,665.113,-1,-1,-1,-1,38672744,4425806,48720961,35059
