RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,3974084,68220,358.013,-1,-1,-1,-1,2738228,280696,1187439,34985
9,Bayern,4909550,101405,374.068,-1,-1,-1,-1,3495468,315290,1336872,31315
11,Berlin,1221514,19508,332.884,-1,-1,-1,-1,852166,83752,450894,8513
12,Brandenburg,805519,12106,319.410,-1,-1,-1,-1,548179,62580,296640,8251
4,Bremen,256004,4498,375.812,-1,-1,-1,-1,170141,13363,96125,2946
2,Hamburg,658609,8846,356.534,-1,-1,-1,-1,454502,54739,182647,3919
6,Hessen,2293772,38815,364.781,-1,-1,-1,-1,1523220,173926,615328,13889
13,Mecklenburg-Vorpommern,624563,9654,388.376,-1,-1,-1,-1,456285,43536,166586,3498
3,Niedersachsen,3017154,56022,377.446,-1,-1,-1,-1,1962163,199523,753413,15358
5,Nordrhein-Westfalen,6927138,118433,385.973,-1,-1,-1,-1,4816193,393859,1787392,39476
7,Rheinland-Pfalz,1430386,19824,349.394,-1,-1,-1,-1,1007850,77618,521847,14710
10,Saarland,404975,6483,410.356,-1,-1,-1,-1,314178,29258,111312,3102
14,Sachsen,1280419,15132,314.447,-1,-1,-1,-1,917895,83020,595509,9803
15,Sachsen-Anhalt,773738,8368,352.535,-1,-1,-1,-1,551653,53982,243412,8669
1,Schleswig-Holstein,989653,13208,340.816,-1,-1,-1,-1,715828,57364,380793,10331
16,Thüringen,709837,9026,332.729,-1,-1,-1,-1,518451,50640,320608,2624
0,Gesamt,30353408,509685,364.971,-1,-1,-1,-1,21044011,2030164,9060934,211594
