RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,7371757,2618,664.099,-1,-1,-1,-1,5219108,553223,6735243,3752
9,Bayern,8690064,4865,662.113,-1,-1,-1,-1,6234021,673719,7976976,6973
11,Berlin,2525742,1584,688.309,-1,-1,-1,-1,1774558,295732,2319121,2322
12,Brandenburg,1583517,625,627.908,-1,-1,-1,-1,1098431,132044,1416569,860
4,Bremen,549589,334,806.793,-1,-1,-1,-1,373254,35300,484675,407
2,Hamburg,1367067,2882,740.054,-1,-1,-1,-1,968405,118840,1231802,2851
6,Hessen,4337418,1494,689.784,-1,-1,-1,-1,3041256,345661,3883959,2403
13,Mecklenburg-Vorpommern,1077424,674,669.982,-1,-1,-1,-1,788487,82710,981839,976
3,Niedersachsen,5736210,1095,717.600,-1,-1,-1,-1,3723756,471128,5044230,2040
5,Nordrhein-Westfalen,13193667,4682,735.137,-1,-1,-1,-1,9356498,793358,11737983,8112
7,Rheinland-Pfalz,2900847,828,708.577,-1,-1,-1,-1,2091494,214175,2557961,1754
10,Saarland,742973,273,752.845,-1,-1,-1,-1,558376,57373,672810,277
14,Sachsen,2383990,972,585.463,-1,-1,-1,-1,1769599,210747,2192093,1281
15,Sachsen-Anhalt,1405864,415,640.548,-1,-1,-1,-1,993976,119369,1267435,546
1,Schleswig-Holstein,2144227,973,738.428,-1,-1,-1,-1,1488673,168755,1939615,983
16,Thüringen,1311934,279,614.956,-1,-1,-1,-1,940567,126633,1203519,355
0,Gesamt,57515720,24602,691.571,-1,-1,-1,-1,40503125,4481479,51823011,35893
