RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7556580,13729,680.749,-1,-1,-1,-1,5379612,556113,6916022,8316,846860
9,Bayern,8981463,19538,684.316,-1,-1,-1,-1,6491882,679623,8243661,12214,1215564
11,Berlin,2614260,5772,712.431,-1,-1,-1,-1,1849405,300544,2404726,3064,434040
12,Brandenburg,1622349,3302,643.306,-1,-1,-1,-1,1133422,132346,1458965,1782,187356
4,Bremen,561012,1030,823.562,-1,-1,-1,-1,382845,35428,497846,559,75768
2,Hamburg,1406456,2910,761.377,-1,-1,-1,-1,998719,119516,1273433,1571,152690
6,Hessen,4447562,8307,707.300,-1,-1,-1,-1,3140777,348311,3997342,5136,491245
13,Mecklenburg-Vorpommern,1107251,3101,688.530,-1,-1,-1,-1,815250,83117,1009420,1280,132117
3,Niedersachsen,5845155,9591,731.229,-1,-1,-1,-1,3825820,471868,5188412,7204,684319
5,Nordrhein-Westfalen,13432553,13966,748.448,-1,-1,-1,-1,9575701,794652,12052135,13097,1696726
7,Rheinland-Pfalz,2951939,3499,721.057,-1,-1,-1,-1,2137624,214469,2624749,2967,339950
10,Saarland,759019,1256,769.104,-1,-1,-1,-1,572342,57542,688658,572,100192
14,Sachsen,2440690,5201,599.388,-1,-1,-1,-1,1822296,212761,2250815,3686,275555
15,Sachsen-Anhalt,1444498,3677,658.151,-1,-1,-1,-1,1028622,120941,1306553,2069,173959
1,Schleswig-Holstein,2184404,3463,752.264,-1,-1,-1,-1,1524713,169463,1980062,2102,286263
16,Thüringen,1352071,2884,637.698,-1,-1,-1,-1,974899,127060,1237155,1769,213249
0,Gesamt,58901630,101338,708.236,-1,-1,-1,-1,41737406,4506545,53308603,67513,7314069
