RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6711825,3925,604.647,-1,-1,-1,-1,4687596,536827,6169792,15821
9,Bayern,7881801,3037,600.530,-1,-1,-1,-1,5579146,642532,6989883,15004
11,Berlin,2268757,1956,618.276,-1,-1,-1,-1,1577863,260914,1976593,6715
12,Brandenburg,1425524,72,565.260,-1,-1,-1,-1,974074,126060,1280133,125
4,Bremen,487689,149,715.924,-1,-1,-1,-1,329564,30105,439714,430
2,Hamburg,1199702,1952,649.452,-1,-1,-1,-1,837157,116421,972232,4291
6,Hessen,3912475,2286,622.205,-1,-1,-1,-1,2688205,331052,3364663,5652
13,Mecklenburg-Vorpommern,974416,142,605.928,-1,-1,-1,-1,707296,78162,876247,127
3,Niedersachsen,5217870,533,652.755,-1,-1,-1,-1,3315693,458214,4382327,4399
5,Nordrhein-Westfalen,11814041,7041,658.266,-1,-1,-1,-1,8174689,763751,10167591,25137
7,Rheinland-Pfalz,2608485,320,637.163,-1,-1,-1,-1,1850018,203173,2264565,2328
10,Saarland,677549,26,686.552,-1,-1,-1,-1,507250,55595,582600,603
14,Sachsen,2151601,1372,528.393,-1,-1,-1,-1,1571818,195062,1985237,2463
15,Sachsen-Anhalt,1271517,15,579.336,-1,-1,-1,-1,891525,113063,1155064,8
1,Schleswig-Holstein,1941615,2430,668.652,-1,-1,-1,-1,1323323,159758,1691375,4638
16,Thüringen,1198447,229,561.760,-1,-1,-1,-1,855260,123998,1118824,272
0,Gesamt,51928894,25485,624.395,-1,-1,-1,-1,35949542,4276489,45587992,88013
