RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,253549,7478,22.841,146558,85288,8489,48863,247365,6184,6,5730
9,Bayern,350581,10443,26.711,126563,178237,7614,92457,339384,11197,0,15895
11,Berlin,106021,2617,28.893,78328,25015,108,33613,102939,3082,0,2577
12,Brandenburg,76861,764,30.478,33994,39631,1155,17536,75266,1595,1,3312
4,Bremen,20384,351,29.924,8985,8235,164,6957,19127,1257,0,751
2,Hamburg,50848,1376,27.526,19746,25247,1853,12249,50110,738,0,1701
6,Hessen,143294,4573,22.788,61584,61677,5174,38902,143294,0,0,2344
13,Mecklenburg-Vorpommern,59064,1001,36.728,11796,25782,1255,20937,57333,1731,21,1144
3,Niedersachsen,164196,4442,20.541,34232,89125,26068,70489,161515,2681,0,6555
5,Nordrhein-Westfalen,393599,2333,21.931,55916,226519,11257,158878,388302,5297,0,5966
7,Rheinland-Pfalz,144075,511,35.193,52279,58140,89,33567,140270,3805,0,6562
10,Saarland,23632,743,23.946,15291,6675,1,5861,22442,1190,0,937
14,Sachsen,98202,2732,24.117,15375,62163,1675,24689,96320,1882,0,4383
15,Sachsen-Anhalt,54328,1504,24.753,18545,27123,2315,18979,53416,912,0,2289
1,Schleswig-Holstein,93628,1012,32.244,27267,27826,6371,26067,93065,563,0,3132
16,Thüringen,59427,2651,27.856,23607,28317,2407,7197,58863,564,0,2270
0,Gesamt,2091689,44531,25.151,730066,975000,75995,617241,2049011,42678,28,65548
